Gene,Accession,Chromosome,End,Start,Strand,fit_alpha,fit_beta,fit_gamma,fit_U_switch,fit_likelihood,fit_scaling
Oxct1,Oxct1,15,4155344,4026428,+,2.789078981761808,0.026917199036284263,0.028163230692148697,102.47114199212922,0.44025575007950113,8.893935766565097
Afap1,Afap1,5,36003922,35893319,+,3.5835629912549996,0.010449708299045785,0.035479241558654236,339.50491820584216,0.673862780437479,7.3305430382949375
Nova2,Nova2,7,18965319,18925888,+,1.1093906133038427,0.013203073206044214,0.026312828827827858,83.18492899577477,0.6115220204456937,3.4006695082935474
Rcbtb2,Rcbtb2,14,73184054,73142510,+,1.2169283665192934,0.008919434696510645,0.011990072420231382,135.0712375668171,0.5712960629870988,6.9374771233644505
Jmjd4,Jmjd4,11,59458567,59450045,+,1.0045996096134362,0.02327132773003067,0.027902335820068874,42.737295656486,0.4112802141443996,11.628763637386818
Dixdc1,Dixdc1,9,50727984,50662753,-,0.3527041879804877,0.013443337344497446,0.015700502540687014,25.973992703798817,0.5188035181022487,1.194856832115342
Morc3,Morc3,16,93876073,93832121,+,0.420060219554293,0.018905076610417758,0.016253059478750168,21.997245815422303,0.408591162621683,1.8838430231756735
Timeless,Timeless,10,128252941,128232063,+,8.736639567332599,0.11093333437953078,0.1437148145010731,77.96820694190927,0.6639094512886652,6.2325988060094275
Mb21d2,Mb21d2,16,28929698,28826176,-,2.135753278303049,0.08346471387512115,0.0963760257467756,25.3328100864702,0.4485570508923742,0.8247764605485541
Mroh1,Mroh1,15,76453039,76380513,+,1.9158241940024758,0.022650337460430534,0.04863155033131486,83.73676354164127,0.5840780549542155,3.0829747233153384
Fam134b,Fam134b,15,25973687,25843264,+,1.2597809400709514,0.03729527789910346,0.049466718401186015,33.44077858983383,0.5432344321282758,1.1049080929623445
Slc35g1,Slc35g1,19,38405607,38395980,+,0.8459003368262187,0.040566636344242596,0.042640732041560714,20.64359801368668,0.6433757448440178,5.72966251833499
Abr,Abr,11,76577727,76416734,-,4.74441084751969,0.023912988732087293,0.08831588265350515,196.41905876624855,0.6956961597750885,9.023648699179425
Brip1,Brip1,11,86201193,86058136,-,3.991425347424732,0.0402572585873751,0.1186986227858094,98.15648736672051,1.188023587709522,2.492815340603051
Cd99l2,Cd99l2,X,71492849,71420060,-,0.35448293497015687,0.012325837825472372,0.009106081972423631,28.471744524758588,0.4083102655300783,2.4684265382244286
Phka1,Phka1,X,102644246,102513975,-,0.8192943360165189,0.017009484663482465,0.029798695403661164,47.68524201075304,0.43044457469176073,2.621003888044808
Clcn4-2,Clcn4-2,7,7299511,7282316,-,1.866810453687712,0.019492689687184782,0.02515921247366163,94.81207461922878,0.3746470536037365,9.430489076098475
Akap11,Akap11,14,78536860,78492246,-,2.192081233808998,0.03022073147582025,0.02844207205516283,71.81032077953718,0.3956678862391221,7.984990633648447
Nova1,Nova1,12,46818775,46694517,-,0.7905839603877471,0.045029347983954374,0.04684836698966255,17.381511299314546,0.4259026088359329,1.6364688435083554
Zkscan8,Zkscan8,13,21531114,21513221,-,0.3772923856820744,0.01646720458055453,0.01118998735700001,22.682627157394275,0.49732137037389834,12.746402101678433
Sh3tc2,Sh3tc2,18,62015719,61953075,+,1.6908857117318075,0.0392940262661293,0.07544469721381378,42.601306449917686,0.9207770766230322,2.4470843564524962
Supt16,Supt16,14,52197239,52160419,-,4.943529416096121,0.048210076527227176,0.05462277220717683,101.51599985889185,0.5142142859581041,5.315250511738805
Tmem186,Tmem186,16,8637701,8633731,-,0.48421622460770924,0.019302390686798617,0.016139726889231418,24.834958018412088,0.380246670681424,10.961788385048077
Mpdz,Mpdz,4,81442805,81278500,-,5.792003879062731,0.03140849747544188,0.11760498805076278,182.56472933019322,0.644315556030711,7.152953405378614
Uimc1,Uimc1,13,55100295,55027880,-,0.5844204371040195,0.008031415743061493,0.01765969267080046,72.03913372717922,0.3541699653270826,4.307978478236018
Cxcl14,Cxcl14,13,56296551,56288643,-,1.3401952900859408,0.044997275138316924,0.04095630686541095,29.48608183732587,0.8585548991453521,10.367445939907999
Fhdc1,Fhdc1,3,84480439,84442196,-,,,,,0,0
Rhobtb3,Rhobtb3,13,75943824,75869537,-,11.475639737821297,0.04221787611158479,0.18533034888816183,269.10125252192876,0.965225933129554,5.762030111819552
Abcc1,Abcc1,16,14474878,14361558,+,6.19347178954912,0.05138767144058915,0.15477817236938546,119.3192238481264,0.5687272165705255,4.125298747821418
Insig2,Insig2,1,121332589,121304353,-,1.4004452577445852,0.03426375175404374,0.03382557336707873,40.463776854311185,0.4532752440978268,6.958850302407544
Ptchd1,Ptchd1,X,155623327,155569736,-,6.779404937184761,0.13356254213409768,0.15516685138879627,50.25069739294428,1.2381706112440038,6.398082723261653
Crim1,Crim1,17,78376592,78200248,+,1.7729125253558584,0.08407522905396171,0.09513373077183111,20.876343958287364,0.5463887019902812,0.16653525622173382
Atp9a,Atp9a,2,168741800,168634438,-,1.281519420096825,0.039052487861996305,0.0437014909480091,32.487154989438935,0.5388864404959081,4.837116162558192
Scaper,Scaper,9,55938115,55549883,-,0.9404424853534091,0.0134119142268527,0.04286719692076264,69.41873059669548,0.592375133242098,1.7135981304332224
Plekhb1,Plekhb1,7,100662394,100643896,-,5.671278901850099,0.12369885735922316,0.10589525735934531,45.38898929783014,0.9398445042881347,1.482337040765315
2210018M11Rik,2210018M11Rik,7,98656569,98590606,-,5.260877218383122,0.025498224460862716,0.09704110279911912,204.2600438392671,0.6787986693508856,10.214032814351661
Ndst3,Ndst3,3,123672392,123526166,-,3.6199519645532026,0.1018723638939469,0.10997232647255896,35.1788483934514,1.3353672541992465,0.5293321784057194
Zfp27,Zfp27,7,29906104,29893337,-,0.3253954699249569,0.023256200898023317,0.022333735523808046,13.851854679028339,0.4800307757839706,1.8387289866203353
Rcl1,Rcl1,19,29143843,29101375,+,1.6334617496293338,0.034548222806850735,0.033014585435866724,46.8078239848671,0.4232954465796965,4.931662795302586
Usp1,Usp1,4,98935533,98923810,+,1.429376492776021,0.022240465888257056,0.02713973045637893,63.626487635559066,0.6614364318614538,13.086248565057481
Nlgn3,Nlgn3,X,101321350,101299179,+,1.585522142873143,0.027776660286837455,0.03465157631548974,56.51028256223555,0.9105289329836239,8.579418442658538
Jak1,Jak1,4,101265282,101151974,-,2.0263055182716774,0.007856313915386997,0.020144458302554062,255.3414342520126,0.5559575469775812,11.75849315473571
Tnik,Tnik,3,28670585,28263214,+,3.208204578806573,0.017692424355374083,0.07443048423800785,179.51878551080304,0.6292937223217309,1.2985482679036273
Hsd3b7,Hsd3b7,7,127803802,127800609,+,0.6912504800937893,0.01852488944213324,0.029623880106848115,36.941541671843105,0.5627356710708333,16.2531033352211
Kank4,Kank4,4,98817537,98754892,-,,,,,0,0
Nrip1,Nrip1,16,76373049,76290862,-,0.5847408015050354,0.016266155478857798,0.017622340726899017,35.588827012161,0.5410979416613548,0.8467529339194851
Akr1b8,Akr1b8,6,34368454,34354164,+,0.6610639576953278,0.026651978127474173,0.019225879921226624,24.555525109174983,0.4232009830613219,4.889761709675181
Clcn3,Clcn3,8,60983311,60910389,-,8.080717296347139,0.043712510345213985,0.10032514598553718,183.01191261278282,0.3810627374129755,6.2946727206775375
Rapgef6,Rapgef6,11,54699286,54522845,+,3.1919137951543326,0.013123922566472393,0.04675018989109864,240.78126346734237,0.5748357229471937,3.853070078899366
Zbtb43,Zbtb43,2,33468532,33450288,-,1.806142653046111,0.04723799261623641,0.068989427888726,37.85260819701004,0.45560006649823004,10.254194334417782
Mtmr12,Mtmr12,15,12272240,12205094,+,1.3688444895900402,0.047172933263658935,0.05912898977822816,28.727406818649634,0.43113481093122924,1.8658154650829393
Bcas3,Bcas3,11,85826058,85353164,+,0.9717578128290623,0.024294435141477604,0.04560243275373424,39.599201590749956,0.42960764629286435,0.23566335913475356
Sestd1,Sestd1,2,77280592,77180340,-,0.8077085568072782,0.033049438974148235,0.03966988742442456,24.195008933879,0.5435402760020491,1.699551378457585
Ppp2r3a,Ppp2r3a,9,101251832,101104989,-,9.859587194147936,0.054306633160060964,0.11653408788679548,179.73847307818446,0.7265231289922295,0.7644264036095125
Irgq,Irgq,7,24538600,24530648,+,0.8019368087478783,0.0088955976018648,0.012532699879404901,89.24835364562458,0.28326972324563154,19.472269435464256
Zcchc2,Zcchc2,1,106034079,105990406,+,0.5732460059193863,0.01214148825151447,0.026740567494961464,46.74167895269377,0.7060791935298941,1.9253309175584858
Zkscan1,Zkscan1,5,138107822,138085084,+,3.398874469969734,0.026529060411289267,0.03680416935776532,126.8377271227492,0.49429159007886597,22.696783578665276
Dennd4a,Dennd4a,9,64919667,64811011,+,0.34670065160985847,0.01761290098426356,0.02605110895653763,19.487627018423925,0.42329526914253185,1.0805855951228396
Zfp235,Zfp235,7,24143241,24134163,+,0.13710320455150893,0.009123820973573388,0.01141978075605833,14.876680822556045,0.39169630030145836,1.4820993848045767
Zfp275,Zfp275,X,73359080,73342620,+,0.5792664812511801,0.023146851677778857,0.019515228803251024,24.775456482023742,0.2068681283808916,11.515303688325641
Man2b2,Man2b2,5,36830649,36806813,-,1.7460614180268037,0.04516130574648072,0.06777364406627656,38.276147584179185,0.5682483447511035,8.072601388867316
Tmem66,Tmem66,8,34170847,34154563,+,2.0922959990532055,0.01785993657877682,0.0176187393973405,115.97874549700872,0.42796658030901386,24.192784027469582
Scfd2,Scfd2,5,74531749,74204816,-,0.3166732950477453,0.021897008826091063,0.025338236086509838,14.317323639369118,0.3672349639282772,0.43616625111580715
Gtf2h1,Gtf2h1,7,46823800,46796094,+,10.310162776900622,0.02925049162409366,0.1387251594209617,348.953490433783,0.7449492221020121,12.496393742993467
Zscan22,Zscan22,7,12908239,12897815,+,0.6043704314693255,0.04154666158957467,0.036154427521850205,14.401319005250006,0.5174761031978646,13.035106524159167
Slc30a7,Slc30a7,3,116007406,115938973,-,0.7599988534700649,0.03248248302121593,0.023639607640284745,23.16321890921747,0.3326180469008441,1.8642056984403963
Zfp40,Zfp40,17,23193228,23173869,-,0.31586986880222045,0.011423754861150045,0.016045062306147263,27.37376404825245,0.41266620601827597,1.6727595746186985
Slc38a1,Slc38a1,15,96642913,96571418,-,7.799410860843628,0.015273652980446868,0.03735090043649571,505.538312420745,0.4312962169958989,7.174543090543134
Fam118a,Fam118a,15,85062830,85037062,+,1.0161275246398451,0.03358991068142731,0.032956486864991655,29.948464553365728,0.3691441173373621,4.022750927172236
Myt1l,Myt1l,12,29923209,29528384,+,5.525322415148342,0.08501643861825867,0.2989832023603369,64.3413118674448,0.983874641202016,0.6179915853742302
Ahr,Ahr,12,35534989,35497979,-,,,,,0,0
Zfp280c,Zfp280c,X,48594452,48541626,-,0.4150407126711416,0.014719556099898124,0.017525812710007103,27.914585382590037,0.5340054539714997,1.4835497024365973
Hdgfrp3,Hdgfrp3,7,81934459,81881256,-,8.095597905784478,0.062318320731677465,0.1793277208950687,128.60811768717403,0.6244793843528822,4.108921961798131
Ednra,Ednra,8,77724452,77663029,-,1.0449057096382213,0.05824852379758931,0.0646098349583838,17.759362557178683,0.571090320233982,1.920684571004291
Zfp868,Zfp868,8,69625548,69610654,-,1.092363592320761,0.038440824907217695,0.046127767991516994,28.132589740406452,0.4002249233748168,4.266582795272724
Ccser2,Ccser2,14,36968764,36874936,-,0.6436004642255825,0.01700912238748469,0.014584752928851537,37.46016079301964,0.39280533833095066,2.551998013914015
Camta1,Camta1,4,151861768,151059523,-,0.7004124273529823,0.007715562253149705,0.01352581981140294,89.87138983894326,0.4315571404774943,1.0415949497132684
Zfp961,Zfp961,8,71970333,71951066,+,1.0325085314088824,0.027903093632456064,0.028967383787943623,36.633337491503795,0.4584323969012789,2.3592773439975687
Tpp1,Tpp1,7,105752207,105744847,-,1.1895561773693508,0.010204249504691525,0.012207280603468781,115.40884168445841,0.44345940481797014,38.22305256008268
Pan2,Pan2,10,128321358,128303335,+,0.38013144230541157,0.008711446640975179,0.008411948967289482,43.199498704641115,0.36243912735790834,5.3607108008911295
Clstn3,Clstn3,6,124464784,124430756,-,0.6899303711103508,0.03480750605239835,0.034684063358819725,19.623096994396246,0.5798461085726762,6.280199770560207
Nup133,Nup133,8,123949265,123897123,-,1.6515678446891227,0.025662336402385924,0.027782468351748853,63.71408045645503,0.5058807513349399,4.789570218931047
Itgav,Itgav,2,83806916,83724397,+,2.6917277176006276,0.058826511980777894,0.07290060650684935,45.299480637155106,0.9405365187894512,1.8204835694322608
Casd1,Casd1,6,4643381,4601066,+,0.7778868903673842,0.005785022575629653,0.007664922521738691,133.12100538862467,0.4144679007773135,1.59587426828731
Abcd3,Abcd3,3,121815215,121758910,-,1.3066974025510274,0.044934101677734345,0.03456959830743745,28.789502409626103,0.38280981198156905,3.0828555406565705
Odc1,Odc1,12,17551502,17544873,+,3.93766198211714,0.019141752038824286,0.034471560022303664,203.65352943603415,0.5889413827155443,34.45403653939877
Dgka,Dgka,10,128744056,128720136,-,1.1619301292745277,0.02067697117819453,0.041623994346881465,55.63246270782997,0.5975857080415353,6.309974760670887
Pqlc1,Pqlc1,18,80292724,80255245,+,1.0632247361566143,0.0709692622445374,0.05958309133099166,14.831667337447454,0.4551206427767936,2.9858146739817197
Cdkn3,Cdkn3,14,46771525,46760541,+,12.117389967240142,0.14911028684559116,0.23609946269052098,80.45196828029869,0.7853613973060122,14.191634124601585
Cap2,Cap2,13,46650281,46501903,+,0.3262701991803709,0.018152489022332036,0.018268087858297446,17.794116101168736,0.4629805437769373,1.210287198970641
Slc25a12,Slc25a12,2,71367554,71274295,-,1.4984150479873746,0.009746314779244852,0.022870923767167952,152.20428758021683,0.37072597087400716,7.127923128195409
Klhl8,Klhl8,5,103911229,103862050,-,0.3056236008805128,0.020091716174683354,0.015208664699047893,15.059309132236244,0.4478961695190692,2.8721406964368814
Zfp639,Zfp639,3,32520833,32510550,+,0.43986286930840746,0.020073586919776606,0.015413204097662756,21.693394526630495,0.3910046477653585,2.8067193543293034
Ercc6l2,Ercc6l2,13,63900301,63815320,+,0.5694915760057486,0.019666617251685455,0.02549221286223327,28.667698823363892,0.3816965303719088,2.8489859869407805
Ska3,Ska3,14,57826163,57806561,-,1.6338462145961796,0.041651130463858495,0.02592823125302392,38.83466629684304,0.7639626297017709,2.3107530465916666
Man2b1,Man2b1,8,85098739,85083269,+,0.7251806235056709,0.02661812012598406,0.025958305875739662,26.971432012202353,0.40679964577658667,3.9920971517342583
Pard3b,Pard3b,1,62642284,61638824,+,3.7564127746515887,0.04684727720379219,0.10228818478806986,79.3823861038404,0.9010471584019002,0.20279084446669296
Slc19a2,Slc19a2,1,164265385,164249046,+,0.6649838931422644,0.02569364960701693,0.020304420155613005,25.622442287492348,0.492452627266627,3.694652203456753
Zfp607,Zfp607,7,27880825,27860585,+,0.7124908324790079,0.03127999267999428,0.02972696754219317,22.55006679094743,0.4281133233650496,3.402741126610274
Rnf135,Rnf135,11,80199753,80183872,+,1.8333179362860466,0.11043789861317847,0.09830991709319557,16.434437631599458,0.8583878924025455,2.661757574725457
Thbs3,Thbs3,3,89226837,89215187,+,2.4018714762814275,0.020925030315173402,0.06647945659487836,113.6367654289302,0.7119595609254863,10.669071225294589
Fert2,Fert2,17,64139496,63896018,+,5.994168607834365,0.05838648861654036,0.17496097924815757,101.63698935090453,0.41172262435804713,2.8777009892124887
Mgat4a,Mgat4a,1,37536259,37439340,-,0.2626962764626169,0.024457527845678867,0.0243645315030734,10.633507823806466,0.5020093103106779,1.3309061836941045
Gsta4,Gsta4,9,78209349,78191966,+,,,,,0,0
Zfp952,Zfp952,17,33005457,32993139,+,0.4039286688214769,0.020081968228408287,0.018555593721162247,19.912858021932923,0.39618531043518507,5.22522046463378
Zfp229,Zfp229,17,21748969,21733724,+,0.22154570268449814,0.015692947365843552,0.013150287938345105,13.976357693968685,0.47089170004209135,3.461171682564625
Wdr35,Wdr35,12,9028847,8974001,+,0.32583126022849673,0.0175188645161885,0.014427004826644479,18.412891276608402,0.4959627070659931,2.3378437980077464
Srgap3,Srgap3,6,112947266,112717972,-,2.170177784191549,0.05172206323724587,0.06767288410003025,41.538868944471695,0.45973772860940987,0.6217595336103163
Ralgapa1,Ralgapa1,12,55821167,55602899,-,1.0215258945117192,0.009929562484745509,0.012375939259259203,101.84845879365264,0.5634455605876869,1.1702184437895378
Ints2,Ints2,11,86257568,86210683,-,2.334022131219299,0.03900952272046135,0.052970645107536324,59.233790848076765,0.5089110099973128,3.85124193876063
Actr3b,Actr3b,5,25850341,25760026,+,1.0516144439488517,0.04511819072434644,0.06772138194016125,23.074912419916057,0.5290993065051371,2.330712755129947
Ctsl,Ctsl,13,64370306,64363214,-,14.6445806130658,0.02319215475222844,0.03970231305117026,625.1309963142634,0.39848774112954694,149.1923368581671
Mmp16,Mmp16,4,18118734,17853482,+,2.14969157271621,0.07495545301546315,0.10578909026685791,28.392792937293112,0.5450187108751848,0.40859225676249855
Slc19a1,Slc19a1,10,77050432,77032739,+,0.4943284176047971,0.01668829309641497,0.018672017283769805,29.325056229620053,0.5157083546291019,4.178983009067109
Prmt5,Prmt5,14,54517470,54507182,-,2.6801251723472026,0.0374311979607182,0.03129376526213974,70.88535941083785,0.4070267196254602,24.026739032667173
Tdrd7,Tdrd7,4,46034759,45987462,+,1.0591004345628388,0.04861460418413155,0.08963005819651831,21.56778704287914,0.5910316044298846,4.437853182933816
Zfyve26,Zfyve26,12,79296282,79232347,-,0.9609030082053943,0.01207820352126723,0.03223223588890988,74.81222246591119,0.43129015570673085,5.653403005717259
Ppap2c,Ppap2c,10,79533787,79526429,-,0.6571066416379425,0.009950925086688173,0.012789174482159936,65.37438173379634,0.48897569860573314,15.403285022761708
